"Start Time","Track","Series","Hosted Session Name"
"2020.11.19 11:00 AM GMT","Okayama International Circuit - Full Course","Hosted iRacing","SM Virtuell Racing Powered by Porsche 1"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","344054","344054","Jacob Gustafsson","0","8","0","Running","-01.481","0","1:30.763","1:35.769","1:30.763","53","78","90","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"27","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","357171","357171","André Fossto","0","27","0","Running","-01.547","0","1:30.830","1:35.342","1:30.830","71","122","137","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"28","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","517792","517792","Johan Stolt","0","53","0","Running","-01.610","0","1:30.893","1:35.144","1:30.893","149","154","100","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"29","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","349751","349751","Robert Johansson4","0","42","0","Running","-01.621","0","1:30.903","1:36.274","1:30.903","53","53","27","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"30","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","213471","213471","Johan Lindberg","0","36","0","Running","-01.644","0","1:30.926","1:34.891","1:30.926","52","54","51","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"31","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","110478","110478","Henrik Kämärä","0","41","0","Running","-01.688","0","1:30.971","1:35.338","1:30.971","16","23","13","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"32","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","34051","34051","Emil Sällberg","0","58","0","Running","-01.715","0","1:30.997","1:37.681","1:30.997","21","23","28","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"33","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","347523","347523","Hugo Olsson","0","50","0","Running","-01.822","0","1:31.105","1:35.186","1:31.105","54","70","82","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"34","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","46329","46329","Daniel Engström","0","14","0","Running","-01.844","0","1:31.127","1:39.624","1:31.127","102","107","126","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"35","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","253552","253552","Jesper Eriksson2","0","47","0","Running","-01.894","0","1:31.177","1:46.237","1:31.177","4","4","7","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"36","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","445082","445082","Niklas Johansson2","0","21","0","Running","-01.895","0","1:31.178","1:36.323","1:31.178","33","33","35","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"37","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","394037","394037","Andreas Dahlin","0","97","0","Running","-02.111","0","1:31.393","1:34.394","1:31.393","44","80","72","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"38","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","561400","561400","Daniel Varverud","0","25","0","Running","-02.177","0","1:31.460","1:35.539","1:31.460","47","56","40","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"39","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","456767","456767","Carl Rydquist","0","46","0","Running","-02.183","0","1:31.466","1:36.570","1:31.466","96","188","113","6","California Club","100","0","SM Virtuell Racing Powered by Porsche 1"
"40","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","539693","539693","Gustav Jonsson","0","43","0","Running","-02.212","0","1:31.494","1:35.834","1:31.494","49","61","64","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"41","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","449598","449598","Jonas Lindholm","0","37","0","Running","-02.487","0","1:31.770","1:36.045","1:31.770","107","115","134","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"42","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","561817","561817","Johan Skogsby","0","55","0","Running","-03.253","0","1:32.535","1:40.744","1:32.535","49","66","92","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"43","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","406189","406189","Royne Elm","0","45","0","Running","-03.298","0","1:32.580","1:37.775","1:32.580","47","47","27","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"44","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","257218","257218","Robin Johansson","0","24","0","Running","-03.346","0","1:32.629","1:35.865","1:32.629","16","41","35","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"45","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","516168","516168","David Johansson2","0","4","0","Running","-03.452","0","1:32.735","1:33.988","1:32.735","12","22","14","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"46","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","456358","456358","Max Weinzierl","0","39","0","Running","-03.637","0","1:32.920","1:38.100","1:32.920","39","42","29","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"47","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","172749","172749","Thomas Johannesson","0","52","0","Running","-03.722","0","1:33.004","1:37.544","1:33.004","16","35","26","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"48","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","571876","571876","Phillip Larsen","0","28","0","Running","-04.377","0","1:33.659","1:37.764","1:33.659","79","111","236","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"49","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","543445","543445","Robin Hafstrom","0","61","0","Running","-04.426","0","1:33.708","1:40.651","1:33.708","10","32","31","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"50","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","571918","571918","Robert Larsson2","0","56","0","Running","-05.530","0","1:34.813","1:37.538","1:34.813","39","60","84","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"51","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","564266","564266","Felix Norén","0","1","0","Running","-07.177","0","1:36.459","1:42.542","1:36.459","6","6","1","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"52","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","407170","407170","Peter Lundgren","0","77","0","Running","-07.256","0","1:36.539","1:40.882","1:36.539","54","68","49","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"53","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","571886","571886","William Larsen","0","32","0","Running","-07.757","0","1:37.040","1:43.721","1:37.040","3","34","85","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"54","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","500193","500193","Jimmie Österberg","0","38","0","Running","-09.339","0","1:38.621","1:38.621","1:38.621","3","6","13","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"55","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","142503","142503","Mattias Magnusson","0","283","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"56","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","428717","428717","Alfred Nilsson","0","59","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"57","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","38309","38309","Niklas Falk","0","9","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"58","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","330071","330071","Max Karlberg","0","57","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"59","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","199831","199831","Svenska Bilsportförbundet","0","12","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
