"Start Time","Track","Series","Hosted Session Name"
"2020.11.21 9:14 AM GMT","Okayama International Circuit - Full Course","Hosted iRacing","SM Virtuell Racing Powered by Porsche 1"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","551129","551129","Simon Öfverström","0","7","0","Running","-03.400","0","1:33.030","1:40.420","1:33.030","4","33","22","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","105054","105054","Mattias Lindblad","0","10","0","Running","-03.736","0","1:33.366","1:38.816","1:33.366","13","22","24","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","449598","449598","Jonas Lindholm","0","28","0","Running","-03.907","0","1:33.537","1:42.480","1:33.537","5","10","18","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","570533","570533","Magnus Jomander","0","17","0","Running","-04.111","0","1:33.741","1:39.989","1:33.741","24","31","23","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"23","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","338892","338892","Peter Fahlstrom","0","16","0","Running","-04.892","0","1:34.523","1:40.278","1:34.523","33","54","73","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"24","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","500903","500903","Esa Pohjolainen","0","25","0","Running","-05.412","0","1:35.042","1:37.575","1:35.042","5","24","15","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","564266","564266","Felix Norén","0","26","0","Running","-05.788","0","1:35.418","1:42.798","1:35.418","16","17","16","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","407170","407170","Peter Lundgren","0","77","0","Running","-07.698","0","1:37.328","1:39.485","1:37.328","3","12","8","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"27","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","360021","360021","edvin Hellsten","0","27","0","Running","-00.000","0","","00.000","","","6","24","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"28","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","512574","512574","Mattias Adielsson","0","22","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"29","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","572480","572480","Kenneth Theander","0","14","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
