"Start Time","Track","Series","Hosted Session Name"
"2020.11.20 11:00 AM GMT","Okayama International Circuit - Full Course","Hosted iRacing","SM Virtuell Racing Powered by Porsche 3"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"1","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","91787","91787","Philip Johansson","0","1","0","Running","-00.000","0","1:29.190","1:32.416","1:29.190","29","91","16","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"2","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","402368","402368","Jesper A Olsson","0","96","0","Running","-00.107","0","1:29.298","1:33.516","1:29.298","192","202","110","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"3","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","143617","143617","Henrik Lindoff","0","8","0","Running","-00.129","0","1:29.319","1:32.625","1:29.319","18","24","6","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"4","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","24469","24469","Erik Blixt","0","89","0","Running","-00.199","0","1:29.390","1:32.205","1:29.390","68","129","32","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"5","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","229541","229541","Carl E Jansson","0","29","0","Running","-00.206","0","1:29.396","1:31.176","1:29.396","8","16","15","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"6","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","561907","561907","Torsten Heck","0","22","0","Running","-00.229","0","1:29.420","1:31.991","1:29.420","60","92","52","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"7","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","129837","129837","Tobias F. Olsson","0","25","0","Running","-00.248","0","1:29.439","1:32.958","1:29.439","64","116","90","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"8","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","286284","286284","Joakim Vennström","0","907","0","Running","-00.419","0","1:29.610","1:31.805","1:29.610","10","51","6","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"9","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","19682","19682","Mattias Stahre","0","88","0","Running","-00.456","0","1:29.646","1:31.147","1:29.646","58","59","17","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"10","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","432847","432847","Adam J Isaksson","0","78","0","Running","-00.500","0","1:29.691","1:31.623","1:29.691","99","120","33","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"11","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","548968","548968","Alxander Spetz","0","12","0","Running","-00.552","0","1:29.742","1:36.854","1:29.742","157","188","163","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"12","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","230647","230647","Michael Haflidason","0","81","0","Running","-00.604","0","1:29.794","1:37.411","1:29.794","56","73","56","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"13","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","378070","378070","Rickard Karlsson","0","199","0","Running","-00.673","0","1:29.864","1:32.591","1:29.864","36","42","17","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"14","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","59177","59177","Andreas Olsson","0","15","0","Running","-00.680","0","1:29.871","1:32.260","1:29.871","43","48","15","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"15","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","231076","231076","Mikael Engstroem","0","100","0","Running","-00.717","0","1:29.908","1:31.680","1:29.908","23","32","3","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"16","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","428717","428717","Alfred Nilsson","0","42","0","Running","-00.780","0","1:29.971","1:31.135","1:29.971","13","13","9","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"17","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","287721","287721","Alejandro Leiro","0","30","0","Running","-00.788","0","1:29.979","1:34.126","1:29.979","94","94","50","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"18","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","332953","332953","Philip Andersson","0","35","0","Running","-00.808","0","1:29.998","1:32.273","1:29.998","22","22","10","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","407027","407027","Oscar Pedersen","0","20","0","Running","-00.870","0","1:30.061","1:36.892","1:30.061","80","101","61","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","382563","382563","Elias Adestam","0","11","0","Running","-00.936","0","1:30.127","1:38.723","1:30.127","150","198","103","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","444099","444099","Nils Andersson","0","13","0","Running","-00.976","0","1:30.167","1:34.339","1:30.167","72","160","133","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","209962","209962","Linus Areng","0","44","0","Running","-00.982","0","1:30.173","1:33.230","1:30.173","9","55","25","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"23","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","138213","138213","Victor Dravegard","0","23","0","Running","-00.996","0","1:30.186","1:32.223","1:30.186","5","26","11","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"24","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","357171","357171","André Fossto","0","2","0","Running","-01.014","0","1:30.205","1:34.490","1:30.205","88","153","182","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","19294","19294","Niklas Hjelm","0","72","0","Running","-01.042","0","1:30.233","1:35.709","1:30.233","44","118","46","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","115698","115698","Alex Jönsson","0","27","0","Running","-01.079","0","1:30.270","1:32.492","1:30.270","7","12","4","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"27","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","445082","445082","Niklas Johansson2","0","21","0","Running","-01.465","0","1:30.656","1:33.739","1:30.656","70","80","69","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"28","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","517792","517792","Johan Stolt","0","31","0","Running","-01.478","0","1:30.669","1:34.470","1:30.669","25","115","60","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"29","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","295184","295184","Pontus Öfverström","0","39","0","Running","-01.565","0","1:30.755","1:33.868","1:30.755","13","15","13","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"30","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","61884","61884","Marcus Stoor","0","92","0","Running","-01.604","0","1:30.795","1:33.252","1:30.795","26","26","17","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"31","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","50423","50423","Fredrik Tackman","0","18","0","Running","-01.752","0","1:30.943","1:33.362","1:30.943","42","43","10","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"32","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","539693","539693","Gustav Jonsson","0","16","0","Running","-01.902","0","1:31.093","1:35.706","1:31.093","44","97","88","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"33","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","47716","47716","Andreas Lewau","0","123","0","Running","-02.070","0","1:31.261","1:35.040","1:31.261","69","99","59","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"34","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","394037","394037","Andreas Dahlin","0","97","0","Running","-02.072","0","1:31.263","1:34.593","1:31.263","49","68","50","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"35","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","171553","171553","Anton Brorsson","0","40","0","Running","-02.370","0","1:31.560","1:35.120","1:31.560","27","35","28","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"36","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","571938","571938","David Ulfhielm","0","33","0","Running","-02.799","0","1:31.990","1:36.381","1:31.990","68","68","55","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"37","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","543445","543445","Robin Hafstrom","0","61","0","Running","-03.693","0","1:32.884","1:38.196","1:32.884","15","32","18","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"38","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","571876","571876","Phillip Larsen","0","26","0","Running","-03.710","0","1:32.901","1:42.387","1:32.901","30","50","108","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"39","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","571918","571918","Robert Larsson2","0","304","0","Running","-03.795","0","1:32.985","1:37.344","1:32.985","61","75","65","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"40","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","511221","511221","Andreas Persson4","0","38","0","Running","-04.045","0","1:33.235","1:36.929","1:33.235","42","65","76","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"41","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","357381","357381","Per Helenius","0","37","0","Running","-04.292","0","1:33.483","1:42.859","1:33.483","7","23","30","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"42","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","571881","571881","Hampus Öhrn","0","24","0","Running","-04.875","0","1:34.065","1:40.471","1:34.065","53","160","243","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
