"Start Time","Track","Series","Hosted Session Name"
"2020.11.22 11:00 AM GMT","Okayama International Circuit - Full Course","Hosted iRacing","SM Virtuell Racing Powered by Porsche 2"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","50882","50882","Peter Kull","0","24","0","Running","-02.971","0","1:32.235","1:33.185","1:32.235","10","20","7","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","265469","265469","Anders Pirinen","0","70","0","Running","-03.092","0","1:32.357","1:35.084","1:32.357","57","97","56","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"27","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","348603","348603","Andreas Thornadtsson","0","86","0","Running","-03.529","0","1:32.793","1:35.899","1:32.793","13","15","10","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"28","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","429741","429741","Joakim Vikström","0","25","0","Running","-04.798","0","1:34.062","1:39.772","1:34.062","4","13","20","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"29","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","570533","570533","Magnus Jomander","0","19","0","Running","-05.135","0","1:34.399","1:38.460","1:34.399","67","84","68","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"30","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","571964","571964","Patric Axtelius","0","113","0","Running","-06.191","0","1:35.455","1:37.147","1:35.455","11","11","9","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"31","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","571918","571918","Robert Larsson2","0","34","0","Running","-08.835","0","1:38.100","2:09.300","1:38.100","34","35","50","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"32","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","131878","131878","Dennis Scherp","0","37","0","Running","-10.075","0","1:39.339","1:45.609","1:39.339","3","3","2","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"33","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","293407","293407","Pontus Nilsson","0","6","0","Running","-12.042","0","1:41.306","1:41.306","1:41.306","1","1","1","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"34","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","91787","91787","Philip Johansson","0","3","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"35","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","571950","571950","Morgan Olsson","0","57","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"36","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","254555","254555","Håkan Richardson","0","17","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
