"Start Time","Track","Series","Hosted Session Name"
"2020.11.22 11:00 AM GMT","Okayama International Circuit - Full Course","Hosted iRacing","SM Virtuell Racing Powered by Porsche 3"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"1","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","143617","143617","Henrik Lindoff","0","25","0","Running","-00.000","0","1:29.282","1:31.683","1:29.282","31","31","9","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"2","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","129837","129837","Tobias F. Olsson","0","7","0","Running","-00.033","0","1:29.315","1:33.038","1:29.315","185","236","160","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"3","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","402368","402368","Jesper A Olsson","0","96","0","Running","-00.051","0","1:29.334","1:32.156","1:29.334","44","58","31","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"4","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","548968","548968","Alxander Spetz","0","2","0","Running","-00.176","0","1:29.459","1:35.984","1:29.459","28","35","40","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"5","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","444099","444099","Nils Andersson","0","18","0","Running","-00.401","0","1:29.684","1:35.003","1:29.684","116","176","170","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"6","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","384646","384646","Joel Granfors","0","50","0","Running","-00.438","0","1:29.720","1:33.608","1:29.720","114","140","94","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"7","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","332953","332953","Philip Andersson","0","14","0","Running","-00.627","0","1:29.910","1:33.329","1:29.910","113","171","67","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"8","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","373371","373371","Charlie Andersen","0","16","0","Running","-00.665","0","1:29.947","1:33.023","1:29.947","30","41","27","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"9","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","382563","382563","Elias Adestam","0","3","0","Running","-00.703","0","1:29.985","1:33.042","1:29.985","32","88","50","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"10","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","420734","420734","Henrik Johansson3","0","11","0","Running","-00.865","0","1:30.147","1:35.518","1:30.147","100","205","154","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"11","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","54788","54788","Emil Andersson2","0","22","0","Running","-00.940","0","1:30.222","1:35.029","1:30.222","56","56","36","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"12","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","517792","517792","Johan Stolt","0","8","0","Running","-01.005","0","1:30.287","1:33.604","1:30.287","175","255","102","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"13","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","349449","349449","Albin Karlsson","0","4","0","Running","-01.024","0","1:30.307","1:33.597","1:30.307","97","105","76","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"14","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","355756","355756","Jocke Sjöö","0","34","0","Running","-01.141","0","1:30.424","1:34.308","1:30.424","44","44","18","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"15","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","353970","353970","Victor Foleby","0","404","0","Running","-01.185","0","1:30.468","1:34.132","1:30.468","41","48","36","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"16","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","445082","445082","Niklas Johansson2","0","21","0","Running","-01.265","0","1:30.548","1:33.234","1:30.548","45","63","41","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"17","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","213471","213471","Johan Lindberg","0","30","0","Running","-01.320","0","1:30.603","1:33.550","1:30.603","6","6","6","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"18","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","48364","48364","Jesper Lindh","0","12","0","Running","-01.328","0","1:30.610","1:33.876","1:30.610","17","17","10","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","539693","539693","Gustav Jonsson","0","1","0","Running","-01.369","0","1:30.651","1:34.214","1:30.651","24","199","187","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","253552","253552","Jesper Eriksson2","0","44","0","Running","-01.394","0","1:30.677","1:32.675","1:30.677","6","10","6","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","368330","368330","Christoffer Geiros","0","236","0","Running","-01.481","0","1:30.763","1:35.720","1:30.763","137","137","105","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","52848","52848","Rickard Allardh","0","302","0","Running","-01.548","0","1:30.830","1:32.933","1:30.830","18","19","15","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"23","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","47716","47716","Andreas Lewau","0","123","0","Running","-01.641","0","1:30.924","1:35.245","1:30.924","32","44","42","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"24","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","50423","50423","Fredrik Tackman","0","43","0","Running","-01.697","0","1:30.980","1:34.802","1:30.980","10","19","11","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","171553","171553","Anton Brorsson","0","17","0","Running","-01.798","0","1:31.080","1:36.729","1:31.080","20","161","144","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","315937","315937","Timmy Nylander","0","35","0","Running","-01.867","0","1:31.149","1:35.270","1:31.149","35","39","42","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"27","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","96326","96326","Leopold Stenerås","0","23","0","Running","-01.961","0","1:31.244","1:35.238","1:31.244","7","7","6","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"28","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","512574","512574","Mattias Adielsson","0","5","0","Running","-02.088","0","1:31.371","1:37.073","1:31.371","167","319","361","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"29","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","561817","561817","Johan Skogsby","0","24","0","Running","-02.164","0","1:31.446","1:36.380","1:31.446","19","63","90","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"30","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","131717","131717","Fredrik Neptun","0","37","0","Running","-02.286","0","1:31.569","1:41.185","1:31.569","33","33","52","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"31","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","511221","511221","Andreas Persson4","0","9","0","Running","-02.645","0","1:31.927","1:36.305","1:31.927","77","87","70","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"32","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","376849","376849","Joel Degerman","0","13","0","Running","-02.835","0","1:32.118","1:33.117","1:32.118","2","4","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
