"Start Time","Track","Series","Hosted Session Name"
"2020.11.26 11:24 AM GMT","Autodromo Internazionale Enzo e Dino Ferrari - Grand Prix","Hosted iRacing","SM Virtuell Racing Powered by Porsche 1"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"1","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","432847","432847","Adam J Isaksson","0","78","0","Running","-00.000","0","1:42.999","1:43.548","1:42.999","99","121","84","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"2","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","402368","402368","Jesper A Olsson","0","12","0","Running","-00.104","0","1:43.103","1:46.836","1:43.103","25","109","174","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"3","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","129837","129837","Tobias F. Olsson","0","6","0","Running","-00.119","0","1:43.118","1:44.178","1:43.118","31","100","239","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"4","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","428717","428717","Alfred Nilsson","0","14","0","Running","-00.331","0","1:43.330","1:44.900","1:43.330","55","55","119","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"5","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","286284","286284","Joakim Vennström","0","907","0","Running","-00.427","0","1:43.426","1:46.511","1:43.426","40","67","32","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"6","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","230647","230647","Michael Haflidason","0","81","0","Running","-00.462","0","1:43.461","1:44.224","1:43.461","27","27","73","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"7","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","115698","115698","Alex Jönsson","0","96","0","Running","-00.569","0","1:43.568","1:44.245","1:43.568","47","56","108","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"8","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","332953","332953","Philip Andersson","0","7","0","Running","-00.912","0","1:43.911","1:45.307","1:43.911","14","69","137","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"9","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","209962","209962","Linus Areng","0","44","0","Running","-01.112","0","1:44.111","1:44.901","1:44.111","16","54","38","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"10","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","138213","138213","Victor Dravegard","0","23","0","Running","-01.339","0","1:44.338","1:46.610","1:44.338","35","35","26","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"11","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","349751","349751","Robert Johansson4","0","16","0","Running","-02.004","0","1:45.003","1:51.848","1:45.003","85","85","89","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"12","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","420734","420734","Henrik Johansson3","0","10","0","Running","-02.018","0","1:45.017","1:50.769","1:45.017","85","100","152","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"13","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","541822","541822","Linus Granfors","0","8","0","Running","-02.136","0","1:45.135","1:59.727","1:45.135","62","113","184","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
