"Start Time","Track","Series","Hosted Session Name"
"2020.11.28 11:00 AM GMT","Autodromo Internazionale Enzo e Dino Ferrari - Grand Prix","Hosted iRacing","SM Virtuell Racing Powered by Porsche 3"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"16","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","417800","417800","Johan Ingemarsson","0","25","0","Running","-01.637","0","1:44.468","1:52.859","1:44.468","35","35","39","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"17","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","528556","528556","Enzo Hallman","0","2","0","Running","-01.747","0","1:44.578","1:47.002","1:44.578","62","95","119","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"18","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","400791","400791","Oscar Fredriksson","0","27","0","Running","-01.796","0","1:44.627","1:51.295","1:44.627","43","72","81","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","217268","217268","Tobias Hising","0","14","0","Running","-01.976","0","1:44.807","1:56.731","1:44.807","17","57","64","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","417801","417801","Jimmy Kujanpää","0","23","0","Running","-02.185","0","1:45.016","1:53.588","1:45.016","9","26","31","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","539693","539693","Gustav Jonsson","0","6","0","Running","-02.435","0","1:45.265","1:45.743","1:45.265","8","52","130","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","349751","349751","Robert Johansson4","0","30","0","Running","-02.444","0","1:45.275","1:49.871","1:45.275","53","53","27","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"23","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","293407","293407","Pontus Nilsson","0","24","0","Running","-02.669","0","1:45.500","1:53.706","1:45.500","64","64","99","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"24","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","37038","37038","Jonas Gertsson","0","13","0","Running","-03.141","0","1:45.972","1:52.247","1:45.972","69","70","132","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","47716","47716","Andreas Lewau","0","123","0","Running","-03.793","0","1:46.623","1:51.574","1:46.623","19","25","28","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","441601","441601","Joakim Stenström","0","15","0","Running","-04.135","0","1:46.966","1:55.160","1:46.966","14","22","25","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"27","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","573717","573717","Kevin Blomberg","0","7","0","Running","-04.821","0","1:47.652","2:04.882","1:47.652","58","65","143","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"28","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","506525","506525","Anders Alavik","0","3","0","Running","-06.198","0","1:49.029","1:51.079","1:49.029","40","55","129","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"29","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","231076","231076","Mikael Engstroem","0","100","0","Running","-24.598","0","2:07.429","2:07.429","2:07.429","1","1","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"30","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","110478","110478","Henrik Kämärä","0","31","0","Running","-00.000","0","","00.000","","","1","4","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"31","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","407170","407170","Peter Lundgren","0","77","0","Running","-00.000","0","","00.000","","","0","3","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
