"Start Time","Track","Series","Hosted Session Name"
"2020.11.29 11:00 AM GMT","Autodromo Internazionale Enzo e Dino Ferrari - Grand Prix","Hosted iRacing","SM Virtuell Racing Powered by Porsche 3"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"12","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","400791","400791","Oscar Fredriksson","0","14","0","Running","-02.094","0","1:45.026","1:49.328","1:45.026","17","32","51","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"13","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","441601","441601","Joakim Stenström","0","17","0","Running","-02.429","0","1:45.362","1:58.562","1:45.362","11","33","41","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"14","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","37038","37038","Jonas Gertsson","0","9","0","Running","-02.850","0","1:45.783","1:46.812","1:45.783","4","25","64","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"15","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","47716","47716","Andreas Lewau","0","123","0","Running","-03.081","0","1:46.014","1:53.247","1:46.014","27","35","30","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"16","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","516168","516168","David Johansson2","0","12","0","Running","-03.707","0","1:46.639","1:53.066","1:46.639","52","79","104","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"17","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","573717","573717","Kevin Blomberg","0","8","0","Running","-05.304","0","1:48.237","1:49.918","1:48.237","17","18","54","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"18","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","506525","506525","Anders Alavik","0","16","0","Running","-05.976","0","1:48.909","1:55.992","1:48.909","37","66","135","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","331739","331739","Christopher Haverland","0","22","0","Running","-08.097","0","1:51.030","1:59.006","1:51.030","15","15","22","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","382563","382563","Elias Adestam","0","10","0","Running","-17.942","0","2:00.874","2:00.874","2:00.874","4","6","71","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","230647","230647","Michael Haflidason","0","81","0","Running","-00.000","0","","2:21.057","","","13","32","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","357171","357171","André Fossto","0","18","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
