"Start Time","Track","Series","Hosted Session Name"
"2020.11.26 11:23 AM GMT","Autodromo Internazionale Enzo e Dino Ferrari - Grand Prix","Hosted iRacing","SM Virtuell Racing Powered by Porsche 3"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"11","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","290742","290742","Magnus Vallström","0","17","0","Running","-00.893","0","1:43.876","1:48.986","1:43.876","74","86","72","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"12","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","210826","210826","Magnus Asp","0","23","0","Running","-01.649","0","1:44.631","1:45.746","1:44.631","18","21","18","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"13","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","517792","517792","Johan Stolt","0","11","0","Running","-01.698","0","1:44.681","1:54.430","1:44.681","123","132","147","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"14","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","417800","417800","Johan Ingemarsson","0","15","0","Running","-01.735","0","1:44.717","1:51.995","1:44.717","95","102","177","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"15","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","444099","444099","Nils Andersson","0","16","0","Running","-01.856","0","1:44.839","1:46.266","1:44.839","22","27","36","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"16","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","417801","417801","Jimmy Kujanpää","0","14","0","Running","-02.140","0","1:45.123","1:48.597","1:45.123","50","68","79","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"17","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","394037","394037","Andreas Dahlin","0","97","0","Running","-03.218","0","1:46.200","1:53.202","1:46.200","28","35","34","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"18","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","441601","441601","Joakim Stenström","0","19","0","Running","-03.433","0","1:46.416","1:52.923","1:46.416","55","64","81","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","368330","368330","Christoffer Geiros","0","236","0","Running","-03.459","0","1:46.442","1:47.187","1:46.442","17","19","27","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","379958","379958","Jesper Sandström","0","114","0","Running","-03.486","0","1:46.469","1:53.429","1:46.469","4","17","42","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","511221","511221","Andreas Persson4","0","24","0","Running","-04.335","0","1:47.317","1:57.559","1:47.317","28","28","36","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","37038","37038","Jonas Gertsson","0","13","0","Running","-04.607","0","1:47.590","1:48.145","1:47.590","34","36","119","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"23","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","573717","573717","Kevin Blomberg","0","3","0","Running","-05.045","0","1:48.027","1:55.279","1:48.027","94","108","436","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"24","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","50423","50423","Fredrik Tackman","0","26","0","Running","-05.169","0","1:48.152","1:48.152","1:48.152","1","8","19","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","428717","428717","Alfred Nilsson","0","25","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","357171","357171","André Fossto","0","12","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
