"Start Time","Track","Series","Hosted Session Name"
"2020.11.27 11:00 AM GMT","Autodromo Internazionale Enzo e Dino Ferrari - Grand Prix","Hosted iRacing","SM Virtuell Racing Powered by Porsche 3"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"16","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","332953","332953","Philip Andersson","0","32","0","Running","-01.360","0","1:44.351","1:47.852","1:44.351","15","15","17","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"17","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","417800","417800","Johan Ingemarsson","0","16","0","Running","-01.560","0","1:44.552","1:50.766","1:44.552","37","85","136","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"18","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","541822","541822","Linus Granfors","0","12","0","Running","-01.691","0","1:44.683","1:51.146","1:44.683","57","142","221","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"19","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","517792","517792","Johan Stolt","0","30","0","Running","-01.818","0","1:44.810","1:54.281","1:44.810","11","44","66","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"20","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","420734","420734","Henrik Johansson3","0","7","0","Running","-01.884","0","1:44.876","1:51.663","1:44.876","57","57","81","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"21","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","261289","261289","Hampus Baaz","0","21","0","Running","-02.360","0","1:45.352","1:45.503","1:45.352","13","14","20","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"22","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","400791","400791","Oscar Fredriksson","0","26","0","Running","-02.425","0","1:45.417","1:51.823","1:45.417","52","57","67","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"23","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","394037","394037","Andreas Dahlin","0","97","0","Running","-02.490","0","1:45.482","1:50.499","1:45.482","25","47","75","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"24","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","50423","50423","Fredrik Tackman","0","33","0","Running","-02.495","0","1:45.486","1:49.557","1:45.486","22","22","17","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","441601","441601","Joakim Stenström","0","14","0","Running","-02.612","0","1:45.603","1:55.850","1:45.603","37","77","104","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","573717","573717","Kevin Blomberg","0","2","0","Running","-02.863","0","1:45.855","1:48.023","1:45.855","61","74","201","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"27","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","37038","37038","Jonas Gertsson","0","9","0","Running","-03.225","0","1:46.217","1:51.437","1:46.217","61","88","149","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"28","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","217268","217268","Tobias Hising","0","15","0","Running","-03.779","0","1:46.770","1:48.198","1:46.770","10","22","33","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"29","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","342760","342760","Martin Svensson4","0","34","0","Running","-03.893","0","1:46.884","1:48.251","1:46.884","15","17","31","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"30","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","417801","417801","Jimmy Kujanpää","0","22","0","Running","-03.933","0","1:46.925","1:46.925","1:46.925","1","1","3","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"31","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","47716","47716","Andreas Lewau","0","123","0","Running","-04.016","0","1:47.008","1:56.003","1:47.008","12","13","14","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"32","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","38309","38309","Niklas Falk","0","77","0","Running","-04.313","0","1:47.305","1:48.323","1:47.305","5","6","12","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"33","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","516168","516168","David Johansson2","0","8","0","Running","-04.654","0","1:47.646","1:53.631","1:47.646","18","65","107","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"34","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","511221","511221","Andreas Persson4","0","31","0","Running","-05.763","0","1:48.755","2:05.779","1:48.755","4","22","31","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"35","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","140126","140126","Sebastian Witkarsson","0","23","0","Running","-00.000","0","","00.000","","","26","60","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
"36","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","357381","357381","Per Helenius","0","25","0","Running","-00.000","0","","00.000","","","17","52","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 3"
