"Start Time","Track","Series","Hosted Session Name"
"2020.12.03 11:00 AM GMT","Silverstone Circuit - Grand Prix","Hosted iRacing","SM Virtuell Racing Powered by Porsche 2"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"1","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","173329","173329","Fredrik Beckman","0","888","0","Running","-00.000","0","2:06.030","2:07.723","2:06.030","5","5","8","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"2","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","19586","19586","Fredrik Meyer","0","97","0","Running","-00.432","0","2:06.462","2:08.774","2:06.462","18","22","11","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"3","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","159550","159550","Robert B Eriksson","0","6","0","Running","-00.953","0","2:06.983","2:06.983","2:06.983","4","4","5","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"4","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","474729","474729","Niclas Vikström","0","71","0","Running","-01.510","0","2:07.540","2:09.683","2:07.540","44","46","71","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"5","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","483618","483618","Andre Berggren","0","21","0","Running","-03.202","0","2:09.232","2:11.961","2:09.232","15","15","31","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"6","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","429741","429741","Joakim Vikström","0","3","0","Running","-04.431","0","2:10.461","2:10.461","2:10.461","3","6","21","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"7","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","428717","428717","Alfred Nilsson","0","8","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
"8","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","550065","550065","Daniel Sköldengen","0","4","0","Running","-00.000","0","","00.000","","","0","16","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 2"
