"Start Time","Track","Series","Hosted Session Name"
"2020.12.04 11:00 AM GMT","Silverstone Circuit - Grand Prix","Hosted iRacing","SM Virtuell Racing Powered by Porsche 1"

"Fin Pos","Car ID","Car","Car Class ID","Car Class","Team ID","Cust ID","Name","Start Pos","Car #","Out ID","Out","Interval","Laps Led","Qualify Time","Average Lap Time","Fastest Lap Time","Fast Lap#","Laps Comp","Inc","Club ID","Club","Max Fuel Fill%","Weight Penalty (KG)","Session Name"
"24","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","539693","539693","Gustav Jonsson","0","30","0","Running","-03.889","0","2:06.190","2:07.449","2:06.190","5","17","19","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"25","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","129837","129837","Tobias F. Olsson","0","22","0","Running","-03.954","0","2:06.255","2:06.304","2:06.255","7","14","30","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"26","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","506525","506525","Anders Alavik","0","23","0","Running","-05.966","0","2:08.267","2:09.366","2:08.267","6","17","100","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"27","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","483618","483618","Andre Berggren","0","26","0","Running","-06.775","0","2:09.077","2:09.077","2:09.077","2","7","30","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"28","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","561400","561400","Daniel Varverud","0","21","0","Running","-07.331","0","2:09.632","2:09.632","2:09.632","12","13","47","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"29","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","305621","305621","Jhon Solarte","0","33","0","Running","-07.772","0","2:10.073","2:11.776","2:10.073","27","29","14","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"30","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","417801","417801","Jimmy Kujanpää","0","20","0","Running","-00.000","0","","00.000","","","3","20","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"31","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","573717","573717","Kevin Blomberg","0","17","0","Running","-00.000","0","","00.000","","","0","4","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"32","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","528556","528556","Enzo Hallman","0","19","0","Running","-00.000","0","","00.000","","","4","32","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"33","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","37038","37038","Jonas Gertsson","0","38","0","Running","-00.000","0","","00.000","","","3","15","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"34","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","571894","571894","Elliot Sjögren","0","34","0","Running","-00.000","0","","00.000","","","0","4","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"35","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","571879","571879","Per Ekskog","0","18","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"36","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","550065","550065","Daniel Sköldengen","0","35","0","Running","-00.000","0","","00.000","","","0","0","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
"37","88","Porsche 911 GT3 Cup (991)","0","Hosted All Cars Class","415748","415748","Adrian Lahovary","0","36","0","Running","-00.000","0","","00.000","","","0","9","43","Scandinavia","100","0","SM Virtuell Racing Powered by Porsche 1"
